numParks,code,meanHouseholdIncome,totalPopulation,populationDensity,race.white,race.black,race.americanIndianOrAlaskanNative,race.asian,race.nativeHawaiianOrPacificIslander,race.otherRace,race.twoOrMore
0,36318,62969,1481,26.73487912,1427,28,0,23,0,0,3
0,36319,54849,2200,22.71502425,1926,201,0,0,0,12,61
0,36320,55927,3660,58.22546624,3016,520,15,7,0,3,99
0,36321,50573,1816,236.3847045,1545,150,10,7,4,51,49
2,36322,54254,8921,145.1264577,5996,1834,145,174,4,368,400
0,36323,54934,7862,35.68927203,5795,1651,78,79,0,20,239
2,36330,74597,37144,295.6251144,27034,7001,412,678,0,650,1369
4,36340,49769,5718,115.7153697,4758,804,0,0,0,10,146
0,36343,51539,1241,15.69083393,708,525,1,0,0,7,0
0,36344,56335,5719,44.58826641,4703,850,92,12,0,0,62
1,36345,74223,8785,63.6612978,6709,1871,0,71,0,62,72
0,36346,69968,1432,28.98896986,1351,2,27,0,0,0,52
0,36350,63388,6428,101.8358481,4810,1179,50,15,0,157,217
0,36351,65025,3482,38.77727105,2967,277,62,35,0,34,107
2,36352,75555,5433,68.93388838,4946,312,8,96,0,4,67
0,36353,59269,1683,20.40414304,1422,243,0,0,0,1,17
7,36360,59071,19064,111.465021,13020,5022,119,312,0,139,452
0,36362,69769,5311,157.2984158,3926,732,45,106,0,224,278
0,36370,60111,881,34.3900368,800,68,0,0,0,0,13
0,36371,63737,767,61.96213425,654,108,0,0,0,0,5
0,36373,29897,435,9.347448356,112,323,0,0,0,0,0
0,36374,85015,787,17.894698,709,17,14,0,0,0,47
0,36375,55886,6976,60.68967783,5987,744,47,4,0,154,40
0,36376,56161,2179,108.1188644,1690,451,13,3,0,6,16
1,36401,47767,7730,18.19845377,2868,4789,25,14,0,0,34
4,36420,60901,10369,40.13432005,8388,1806,9,21,0,61,84
1,36421,61146,9966,44.66128276,8750,984,5,55,0,5,167
0,36425,36868,1045,6.714046878,231,807,0,7,0,0,0
7,36426,53840,15262,33.34142758,11090,3797,94,87,0,65,129
0,36432,49518,2150,16.95877336,1848,267,0,0,0,0,35
0,36435,43570,370,13.29201102,47,323,0,0,0,0,0
0,36436,54166,359,15.97713254,168,191,0,0,0,0,0
0,36439,55186,502,390.227577,447,55,0,0,0,0,0
3,36441,52949,3886,60.94588837,3105,576,143,0,0,42,20
0,36442,47559,3356,17.41938329,2975,270,0,66,34,0,11
0,36444,56814,774,6.639490783,514,260,0,0,0,0,0
0,36445,50416,4524,32.78390537,2981,1168,230,22,4,0,119
0,36446,28849,441,108.743897,180,261,0,0,0,0,0
0,36451,56298,4312,25.95188186,2817,1463,4,0,0,0,28
0,36453,52105,2396,23.71729161,2251,2,101,2,6,1,33
0,36454,NA,8,35.9915314,8,0,0,0,0,0,0
0,36455,59285,252,864.3122677,217,35,0,0,0,0,0
0,36456,50732,1528,14.68085278,924,586,3,0,0,0,15
4,36460,53627,10246,77.67706653,4806,5265,65,29,0,16,65
5,36467,54272,9810,60.75579288,8171,1479,8,17,0,0,135
0,36470,NA,51,2.767736105,51,0,0,0,0,0,0
0,36471,29622,904,12.66154296,306,598,0,0,0,0,0
0,36473,77797,102,17.35428946,102,0,0,0,0,0,0
0,36474,53563,2647,15.94341884,2149,466,0,32,0,0,0
0,36475,43144,2393,13.42698167,1613,725,0,35,0,8,12
0,36476,NA,16,42.04451772,0,16,0,0,0,0,0
0,36477,47251,3688,29.21665574,3214,214,36,4,6,57,157
0,36480,43144,1682,10.938705,1389,199,77,0,2,0,15
0,36481,24644,443,10.22360912,85,358,0,0,0,0,0
0,36482,45693,1004,8.842593719,368,636,0,0,0,0,0
0,36483,60009,447,5.179244371,394,34,0,0,0,0,19
3,36502,45717,18113,55.9243901,9050,7505,1286,15,55,1,201
0,36505,86611,1682,68.61246236,1071,611,0,0,0,0,0
5,36507,65722,21360,57.01792376,15800,4889,256,8,0,108,299
1,36509,51501,2054,303.1646537,1323,217,10,429,0,0,75
0,36511,28911,221,163.4924032,221,0,0,0,0,0,0
0,36512,NA,39,8.485519277,26,13,0,0,0,0,0
0,36513,30170,672,38.294349,526,63,83,0,0,0,0
0,36518,53114,2744,21.01480353,2248,384,22,0,0,0,90
0,36521,63877,6073,37.59075839,5271,364,379,0,0,0,59
0,36522,50626,7339,32.63798329,5347,1297,274,9,0,165,247
0,36523,61655,2809,73.5770235,2567,209,0,0,0,0,33
0,36524,40994,1328,7.367187313,677,575,0,2,0,0,74
1,36525,61434,1914,115.5292853,1538,235,69,0,0,41,31
5,36526,88414,34565,745.6820491,26845,5961,0,460,0,295,1004
2,36527,112210,15517,294.3793456,13437,891,126,348,0,209,506
0,36528,101028,1324,196.9431619,1276,7,0,4,0,5,32
0,36529,52336,209,7.907361456,167,19,8,0,0,15,0
0,36530,66343,6363,71.13434072,6216,30,88,0,0,2,27
8,36532,105482,35066,377.403781,30724,2523,204,664,0,416,535
3,36535,59882,33065,292.6602596,28627,3121,70,272,0,472,503
0,36538,31082,377,10.85253323,122,245,0,1,0,0,9
0,36539,42608,688,11.26088177,653,0,0,0,0,0,35
0,36540,53345,628,15.63242314,331,279,0,0,0,0,18
0,36541,66037,15524,163.627047,13535,1443,114,55,0,21,356
4,36542,75601,14045,241.8571891,13686,35,162,108,0,54,0
0,36543,59578,137,224.4897959,83,0,54,0,0,0,0
0,36544,57813,11682,311.2153263,8872,960,53,1248,0,287,262
2,36545,53761,9743,25.00251509,4376,5263,14,56,0,0,34
0,36548,77476,998,32.83047223,604,334,0,0,0,0,60
0,36549,75909,5687,153.0111418,5662,0,25,0,0,0,0
0,36550,87659,179,4.024032934,99,80,0,0,0,0,0
2,36551,70192,9573,126.8782841,7936,1301,122,0,0,40,174
0,36553,86382,2721,32.4307162,630,1050,1038,3,0,0,0
0,36555,81359,806,775.8007117,779,8,0,3,0,14,2
0,36556,64870,571,42.94478528,326,195,50,0,0,0,0
0,36558,61309,3677,15.74558662,2857,750,20,23,0,0,27
0,36559,214738,213,647.2222222,213,0,0,0,0,0,0
0,36560,49136,3243,52.57533661,755,1426,954,57,0,0,51
1,36561,112046,6843,358.5185185,6723,7,0,47,0,9,57
0,36562,51214,1362,35.79277865,1188,62,112,0,0,0,0
0,36564,131520,153,361.4864865,153,0,0,0,0,0,0
5,36567,58863,13980,55.46728297,12786,298,258,33,9,413,183
0,36568,52969,92,180.4008909,71,21,0,0,0,0,0
0,36569,74230,570,15.00865262,437,133,0,0,0,0,0
11,36571,74701,15474,316.1205479,12328,2222,265,186,11,106,356
2,36572,82700,6159,682.8953037,5537,476,0,0,0,77,69
0,36574,76993,1123,95.71051317,1002,28,41,0,0,0,52
0,36575,68899,21118,436.8169155,16934,3254,83,130,0,507,210
2,36576,72443,4198,213.0515273,3783,132,49,0,0,141,93
0,36578,90542,1436,57.2972973,1392,0,0,21,0,0,23
0,36579,61426,1214,12.10755161,965,216,8,0,0,25,0
0,36580,61867,5507,100.8240787,4978,136,26,5,0,231,131
0,36581,85231,258,4.331850706,127,131,0,0,0,0,0
3,36582,67054,24029,306.6309694,17461,4754,176,635,0,497,506
0,36583,53407,898,9.954356394,786,38,0,0,0,0,74
0,36584,58951,856,11.22500909,455,386,0,15,0,0,0
0,36585,42730,1242,11.71521894,821,396,0,0,0,0,25
0,36587,63487,10317,98.85098949,9549,352,60,122,0,149,85
0,36590,NA,0,6666.666667,0,0,0,0,0,0,0
8,36602,48251,932,1158.991228,632,256,0,15,0,22,7
5,36603,37269,9552,1232.804233,1639,7752,82,24,0,22,33
7,36604,70917,9423,3962.106859,5030,4050,0,7,0,54,282
10,36605,49547,27372,1650.00822,6623,19860,11,184,7,395,292
13,36606,56371,18787,2857.38255,8066,10023,17,329,0,54,298
5,36607,63802,6398,2145.272386,2557,3669,22,23,0,0,127
7,36608,74142,35336,589.2771508,22508,11110,105,699,0,277,637
3,36609,60594,23492,3671.306818,12448,8721,79,1058,5,449,732
8,36610,32842,10728,1650.093691,93,10527,34,30,0,0,44
3,36611,41398,5817,1285.203115,2856,2677,51,0,0,38,195
1,36612,37488,4626,1619.472183,190,4423,0,13,0,0,0
2,36613,59604,13583,248.7706837,6060,7185,101,15,0,65,157
8,36615,NA,0,134.8275862,0,0,0,0,0,0,0
0,36616,NA,8,3857.142857,0,8,0,0,0,0,0
4,36617,45365,13306,2941.040219,622,12496,1,0,0,0,187
5,36618,53738,17143,1037.760417,6278,10565,0,41,0,36,223
2,36619,72328,15507,830.8973388,12081,1576,110,624,15,819,282
0,36688,NA,237,1229.477612,167,51,0,0,0,0,19
10,36693,83827,19721,1416.203777,12960,4887,51,676,9,35,1103
3,36695,84339,51804,944.8202207,38897,10353,91,1315,0,421,727
7,36701,50909,20558,93.42182255,6364,13920,10,149,21,0,94
4,36703,43940,12927,112.9639903,2848,9882,24,60,0,0,113
0,36720,26313,963,15.72907471,29,934,0,0,0,0,0
0,36722,30871,441,14.6524695,319,96,0,0,0,0,26
0,36723,23976,371,34.49827509,0,371,0,0,0,0,0
0,36726,47178,4706,18.35562012,1349,3073,9,0,0,0,275
0,36727,NA,12,0.993679546,7,5,0,0,0,0,0
0,36728,29310,214,5.098147636,64,150,0,0,0,0,0
7,36732,49942,7706,65.59772459,3372,4242,11,0,0,21,60
0,36736,65296,1633,29.36668208,260,1373,0,0,0,0,0
0,36738,38100,718,13.17829457,230,488,0,0,0,0,0
0,36740,54268,1276,18.13464427,369,870,37,0,0,0,0
1,36742,56189,1921,22.45373423,1028,891,0,0,0,0,2
0,36744,47265,6294,32.39752139,2130,4068,0,0,0,32,64
0,36748,51061,2419,21.2159471,1620,775,10,0,0,7,7
0,36749,36926,949,17.59005007,630,319,0,0,0,0,0
0,36750,64645,2622,25.37036713,1904,578,0,0,0,43,97
0,36751,28249,632,10.0762382,44,588,0,0,0,0,0
0,36752,52378,1146,10.99959855,767,346,13,0,0,0,20
0,36753,NA,8,6.93877551,0,8,0,0,0,0,0
0,36754,235676,473,8.559769085,20,453,0,0,0,0,0
0,36756,36462,5867,14.88407802,2058,3784,3,8,0,14,0
0,36758,58859,1412,16.1544974,1147,265,0,0,0,0,0
0,36759,50514,1831,7.831004727,601,1167,0,0,0,27,36
0,36761,53677,787,4.509596001,147,637,3,0,0,0,0
0,36763,45141,316,6.891764589,135,181,0,0,0,0,0
0,36765,28940,1685,17.5987379,289,1360,0,0,0,36,0
0,36766,61106,22,3.205950244,12,10,0,0,0,0,0
0,36767,36852,1476,17.08211642,196,1280,0,0,0,0,0
0,36768,36206,900,4.547434807,288,609,3,0,0,0,0
0,36769,43705,2444,20.57141297,968,1433,7,3,0,0,33
0,36773,37769,469,5.258671158,140,329,0,0,0,0,0
0,36775,41666,1025,8.619667927,106,919,0,0,0,0,0
0,36776,50082,1856,18.318939,250,1606,0,0,0,0,0
0,36782,52464,2685,11.88364405,1412,1273,0,0,0,0,0
0,36783,54848,686,8.036807729,351,320,0,0,0,0,15
4,36784,58979,7181,28.63864851,4279,2829,8,46,0,0,19
0,36785,48462,1074,9.22114928,212,839,0,13,0,0,10
0,36786,33700,2474,24.43966707,425,2045,0,0,0,4,0
0,36790,34973,89,27.60127085,22,67,0,0,0,0,0
0,36792,65330,1396,20.77705105,1205,191,0,0,0,0,0
0,36793,56887,279,7.500726303,279,0,0,0,0,0,0
5,36801,62852,25071,310.3120722,12941,10855,0,965,23,55,232
0,36804,65079,18535,87.33735289,12827,4619,74,274,0,169,572
9,36830,83017,39476,332.8487789,27953,7087,29,3805,0,49,553
6,36832,51809,24596,311.4645367,15779,6954,47,1377,0,110,329
0,36849,NA,4185,8139.534884,3355,612,9,157,0,8,44
0,36850,42003,2612,17.8032303,679,1915,0,0,0,8,10
0,36852,54504,2744,60.58622652,2039,568,0,1,0,26,110
0,36853,70294,7943,45.5727875,6018,1692,5,0,0,0,228
2,36854,63844,15138,247.5921931,10601,4182,43,212,0,10,90
0,36855,58211,1638,21.52522379,1012,605,20,0,0,1,0
0,36856,85782,7811,112.3259537,3284,4027,2,44,0,42,412
0,36858,61030,330,8.10408512,184,141,0,5,0,0,0
0,36859,NA,16,6.450388921,0,16,0,0,0,0,0
0,36860,48706,1728,10.3806683,327,1386,0,8,0,0,7
0,36861,68784,3013,66.18810074,2851,136,0,17,0,0,9
0,36862,47782,5868,27.63498289,2533,3159,35,37,0,80,24
5,36863,51601,11847,132.7585619,6575,4865,14,126,0,0,267
0,36865,51475,30,227.7227723,9,21,0,0,0,0,0
0,36866,50057,3581,44.40427539,2144,1390,0,14,0,0,33
4,36867,58924,22239,1708.85589,12737,8001,95,274,23,268,841
6,36869,48930,20986,250.6985761,8658,10429,0,177,0,914,808
0,36870,74053,19413,773.1220416,16088,2597,39,55,0,0,634
0,36871,56059,1175,8.664206041,834,341,0,0,0,0,0
0,36874,76516,9973,70.93478417,7869,1829,7,106,0,21,141
0,36875,58921,3782,32.96413314,2496,1172,43,21,0,11,39
1,36877,74511,12848,276.763415,10356,1689,130,90,0,240,343
0,36879,109207,2521,24.01972481,1721,674,0,94,0,31,1
0,36901,32431,369,30.53080921,48,321,0,0,0,0,0
0,36904,51877,3734,18.05795467,2346,1362,3,5,0,3,15
0,36907,36581,1597,15.48310496,462,1122,9,0,0,0,4
0,36908,63479,2176,18.4153784,2010,152,0,0,0,0,14
0,36910,NA,63,6.201275691,63,0,0,0,0,0,0
0,36912,46290,2069,14.41435003,187,1853,0,0,0,9,20
0,36913,NA,36,5.694026644,36,0,0,0,0,0,0
0,36915,41948,654,16.87570652,495,157,0,0,0,0,2
0,36916,53966,797,23.81912249,266,528,3,0,0,0,0
0,36919,44735,1652,13.28596759,863,787,2,0,0,0,0
0,36921,51953,771,10.34203663,731,40,0,0,0,0,0
0,36922,49036,600,6.121115984,157,431,0,12,0,0,0
0,36925,39242,3001,22.89548926,443,2509,0,0,0,42,7
43,99501,87155,16679,2536.455331,9587,1247,1953,1303,663,573,1353
30,99502,118168,25268,1369.679796,16660,1042,2619,2063,386,292,2206
11,99503,70272,12804,704.0367416,6520,1173,1468,1736,201,332,1374
23,99504,93814,42341,6429.985856,22192,4412,3415,5026,1754,856,4686
2,99505,76543,6245,269.7601258,4417,529,36,156,117,329,661
1,99506,65493,6671,437.6235387,4505,952,69,198,173,282,492
27,99507,114491,37109,1726.812355,21429,1711,2736,5795,476,924,4038
28,99508,84219,36560,5166.714697,15844,2724,5622,4926,2512,1370,3562
0,99510,NA,1077,0.232741524,922,0,127,8,0,20,0
0,99513,NA,0,0,0,0,0,0,0,0,0
22,99515,135431,22950,2116.875766,15534,533,1667,2069,115,422,2610
28,99516,190069,20838,467.6953871,17277,365,667,853,27,263,1386
27,99517,110956,15750,5066.971081,10238,513,1522,1664,251,398,1164
11,99518,106338,10717,2707.175007,6267,300,486,1465,252,488,1459
0,99519,NA,436,0.102834151,381,0,49,0,0,0,6
0,99540,95686,332,6.300328798,291,11,13,0,0,0,17
0,99546,81086,226,22.95289728,72,9,18,35,22,7,63
0,99547,69508,43,7.112043838,3,0,37,0,0,0,3
0,99548,41470,49,8.486398512,4,0,45,0,0,0,0
0,99549,58238,88,2.00381117,14,0,72,0,0,0,2
0,99550,65027,178,2.185222571,46,0,104,0,0,0,28
0,99551,45198,573,277.1883289,9,1,538,0,2,0,23
0,99552,56536,381,342.5742574,4,0,364,0,0,0,13
0,99553,55262,731,74.2481203,113,103,139,236,2,96,42
0,99554,48766,813,31.47519643,0,0,805,0,0,0,8
0,99555,69937,179,12.0745233,9,1,139,0,0,0,30
0,99556,70602,2599,7.089073789,2287,0,146,21,3,23,119
0,99557,71656,700,0.0540544,105,9,551,0,0,0,35
0,99558,46155,105,12.01413428,0,0,100,0,0,0,5
1,99559,90372,7857,132.132964,1628,119,5487,189,35,39,360
0,99561,60182,483,77.95598657,0,0,477,0,0,0,6
0,99563,45456,1037,948.4327604,118,0,910,0,0,3,6
0,99564,59956,57,7.99086758,11,0,32,3,0,0,11
0,99565,84704,69,5.663254193,14,0,45,0,3,0,7
0,99566,33350,61,0.020404038,26,0,26,0,0,0,9
17,99567,115043,8843,14.95729272,7681,65,256,328,29,0,484
0,99568,79737,365,14.45296312,334,0,19,2,0,0,10
0,99569,23494,44,8.890123628,0,0,36,0,0,0,8
0,99571,76377,142,5.437737901,54,2,68,7,0,0,11
0,99572,74753,488,2.136798412,450,0,36,0,0,2,0
0,99573,80392,527,0.316985234,359,8,149,2,0,1,8
0,99574,111515,2903,0.949313991,1884,14,344,298,33,36,294
0,99575,38304,75,1.051967179,1,1,63,0,0,0,10
0,99576,88306,2499,0.314341647,641,34,1530,41,3,31,219
28,99577,129771,28462,120.0158338,23827,764,710,670,231,165,2095
0,99578,59708,549,324.9176729,0,0,547,0,0,0,2
0,99579,69144,58,4.211095658,32,9,9,0,0,0,8
0,99580,39689,78,12.34037987,1,0,75,0,0,0,2
0,99581,52005,866,120.0945626,8,3,835,4,0,0,16
0,99583,77300,56,2.741872307,9,0,45,2,0,0,0
0,99585,42026,261,8.450190484,0,0,261,0,0,0,0
0,99586,57877,332,0.312376727,146,0,184,0,0,0,2
12,99587,111759,1742,9.282139925,1414,0,2,24,0,54,248
0,99588,88222,906,0.478924863,623,0,138,3,0,8,134
0,99589,55180,182,81.70813719,8,0,160,0,0,0,14
0,99590,35940,183,17.73471067,9,0,167,0,2,0,5
0,99591,73846,76,2.935251799,8,0,66,0,0,2,0
0,99602,44856,220,6.891211769,12,0,200,2,0,0,6
0,99603,82715,10597,9.185710992,9141,60,636,144,11,112,493
0,99604,46204,1141,138.6000507,62,3,1021,0,0,41,14
0,99605,112388,102,0.692543506,69,0,17,0,0,0,16
0,99606,59376,366,2.240567164,36,0,315,0,0,0,15
0,99607,54340,236,0.274965884,22,1,204,0,0,0,9
0,99609,45818,543,47.0987501,3,0,538,0,0,0,2
0,99610,82004,2101,2.337822341,1819,0,143,19,0,33,87
8,99611,80971,15366,46.32639244,11880,112,1844,250,107,204,969
0,99612,78604,1147,80.2326576,127,27,645,237,0,25,86
0,99613,96164,439,0.125535732,274,5,130,2,0,0,28
0,99614,42152,511,31.96438397,0,2,501,0,0,0,8
3,99615,97346,12839,3.022533445,7239,45,1327,3055,45,194,934
0,99620,44794,853,250.7605389,5,0,837,0,0,0,11
0,99621,51215,613,76.04122844,5,0,603,1,0,0,4
0,99622,63272,399,20.84821719,5,0,394,0,0,0,0
0,99624,61986,42,5.89198036,11,1,24,0,0,0,6
0,99625,37269,67,0.090364621,1,0,66,0,0,0,0
0,99626,43348,270,305.5254605,7,0,255,0,0,0,8
0,99627,53380,379,0.100782679,148,1,124,0,0,2,104
0,99628,54715,733,0.301880724,131,0,582,0,0,0,20
0,99630,49823,248,29.9984294,1,0,245,0,0,0,2
0,99631,83146,331,0.535599766,276,0,0,0,0,0,55
0,99632,45546,784,32.34919624,72,32,638,0,0,0,42
0,99633,98153,468,6.670590543,196,0,192,0,2,14,64
0,99634,34818,400,90.76923077,11,0,389,0,0,0,0
0,99636,45998,546,24.35297488,2,41,490,3,0,0,10
0,99637,56645,546,19.55196182,10,2,510,0,0,6,18
0,99638,45044,21,0.938184093,2,0,15,0,0,0,4
0,99639,69293,1111,5.126508263,933,0,95,4,5,3,71
0,99640,49487,138,0.057203386,14,1,107,0,2,1,13
0,99641,48581,990,111.2107623,0,0,969,0,0,0,21
0,99643,52244,231,10.61808972,49,0,140,0,0,0,42
0,99644,56294,161,10.65903277,14,0,72,0,0,0,75
22,99645,98289,30540,56.97306814,25219,359,1831,330,154,209,2438
0,99647,48764,31,0.201770999,0,0,22,0,0,0,9
0,99648,36138,97,10.12998655,1,0,94,0,0,0,2
0,99649,57773,110,0.790873322,32,0,71,0,0,0,7
0,99650,53183,573,335.6973995,2,0,566,1,0,0,4
0,99651,38700,13,3.072583489,0,0,13,0,0,0,0
0,99652,68414,3079,31.84746244,2602,17,281,11,15,11,142
0,99653,91319,134,7.021417531,99,6,21,0,0,0,8
18,99654,95267,64062,104.7733239,52893,856,4112,1047,112,164,4878
0,99655,52175,876,250.1869858,138,0,699,3,2,0,34
0,99656,80488,23,0.362686784,4,0,15,0,0,0,4
0,99657,44022,257,0.40462378,1,0,155,0,0,0,101
0,99658,54142,902,14.87491548,18,0,831,0,5,0,48
0,99659,54520,427,22.54582256,4,0,413,0,0,0,10
0,99660,63224,395,11.98188959,46,7,326,0,0,8,8
0,99661,84565,1309,5.499850975,207,10,683,184,32,21,172
0,99662,41733,605,67.15165081,11,2,588,1,0,0,3
0,99663,83574,365,3.614110745,254,0,50,1,0,9,51
0,99664,74260,4309,1.921667502,3193,66,531,230,71,1,217
0,99665,34683,61,42.89405685,7,0,49,1,0,1,3
0,99666,32137,158,2.217971436,0,0,153,5,0,0,0
0,99667,84681,83,0.013943307,83,0,0,0,0,0,0
0,99668,53756,94,5.976372481,8,0,79,0,0,0,7
16,99669,97924,17014,58.54662772,14560,127,692,243,0,457,935
0,99670,65430,46,0.763417792,5,0,41,0,0,0,0
0,99671,48194,615,20.89126024,40,10,549,1,0,0,15
0,99672,90533,3190,12.98323466,2906,0,42,5,0,0,237
0,99674,60963,1401,1.295354217,1147,10,59,48,0,0,137
0,99676,68511,1721,1.531516449,1561,11,9,2,0,0,138
0,99677,68594,73,12.11787386,4,0,58,0,0,0,11
0,99678,51024,882,0.400119272,82,3,717,23,0,0,57
0,99679,41135,319,243.3137639,40,0,274,2,0,0,3
0,99680,44188,675,3.519486569,7,0,667,0,0,0,1
0,99681,47093,401,9.821104799,4,0,369,0,0,0,28
0,99682,60806,526,0.059209234,116,0,323,5,1,5,76
0,99683,63092,416,0.195608222,323,15,12,0,0,0,66
0,99684,72005,713,1.004035112,120,0,431,123,0,0,39
0,99685,110988,4505,71.19141119,1339,151,140,2108,117,257,393
0,99686,98112,3869,1.267806669,3426,5,87,35,0,148,168
0,99688,62658,2541,1.721866456,2136,7,143,10,0,0,245
0,99689,76895,649,3.220314248,293,5,251,32,8,6,54
0,99690,44486,175,2.884308333,0,0,164,0,0,0,11
0,99691,38460,143,0.061712796,6,2,126,0,0,3,6
0,99692,91365,219,562.962963,42,1,0,129,12,15,20
0,99693,69259,318,2.055856289,155,8,56,38,25,3,33
0,99694,67453,1495,74.77375006,1328,24,82,5,0,12,44
0,99695,NA,0,1.669449082,0,0,0,0,0,0,0
12,99701,77955,17258,4.453268196,10973,1081,2584,614,56,178,1772
0,99702,78559,3267,164.0228033,2794,96,25,112,0,49,191
0,99703,76403,9117,806.4147928,6585,1350,61,366,48,166,541
0,99704,NA,52,24.92211838,37,10,0,0,0,0,5
3,99705,98048,23131,210.3927132,18304,950,1957,334,317,142,1127
0,99706,NA,7,0.194727382,0,0,2,0,0,0,5
1,99709,104410,29288,58.80833765,22745,724,1982,1127,71,367,2272
0,99712,112461,14837,3.929110527,11641,163,1147,441,31,204,1210
0,99714,84344,1160,3.975829255,1081,0,43,6,14,0,16
0,99720,32943,226,4.766160262,37,0,181,4,0,0,4
0,99721,71362,249,67.0252379,38,0,177,0,0,0,34
0,99722,36470,185,12.71009282,8,0,153,0,0,0,24
3,99723,101651,4457,202.8894775,479,107,2678,491,170,21,511
0,99724,30731,70,4.146919431,0,0,70,0,0,0,0
0,99726,107400,95,0.013064182,60,0,33,0,0,0,2
0,99727,65453,675,756.3636364,25,0,648,2,0,0,0
0,99729,72237,199,0.388123749,160,2,8,0,0,0,29
0,99730,35018,44,0.019215006,40,0,4,0,0,0,0
0,99732,NA,12,0.030559825,12,0,0,0,0,0,0
0,99733,50295,64,0.972517042,8,0,53,0,0,0,3
0,99734,NA,1314,4.198090242,1044,28,119,32,10,31,50
0,99736,50468,143,73.27327327,1,0,136,6,0,0,0
0,99737,83501,4597,1.167358322,4046,39,81,61,11,143,216
0,99738,50595,138,0.026075118,108,0,18,0,0,0,12
0,99739,56012,268,0.243557894,3,0,262,0,0,0,3
0,99740,51190,561,0.06420297,69,0,443,12,0,0,37
0,99741,80308,495,26.52220529,170,0,293,6,0,0,26
0,99742,50720,591,62.47706422,9,0,574,0,1,0,7
0,99743,91768,990,0.198804384,814,8,31,37,0,0,100
0,99744,104686,120,6.817084942,106,0,4,0,0,0,10
0,99745,33931,72,19.78189196,0,0,64,8,0,0,0
0,99746,50212,369,0.036062839,17,0,334,0,0,0,18
0,99747,78848,178,39.87320654,7,2,154,0,0,0,15
0,99748,50734,180,10.40753725,34,0,134,0,0,0,12
0,99749,66988,320,328.2097649,8,0,295,2,0,0,15
0,99750,72651,683,2010.752688,47,0,631,0,0,0,5
0,99751,61181,140,26.13813398,5,0,135,0,0,0,0
4,99752,98946,3372,0.896303963,665,93,2277,67,0,37,233
0,99753,42524,291,69.63087248,2,0,283,1,0,0,5
0,99754,34473,58,17.13367839,0,0,56,0,0,0,2
0,99755,71677,883,0.555823079,784,6,6,21,0,0,66
0,99756,89724,45,0.01325305,27,0,7,0,0,0,11
0,99757,31218,23,0.019856705,20,0,3,0,0,0,0
0,99758,50613,177,69.4214876,6,0,161,0,0,0,10
0,99759,70790,227,7.34351323,1,4,201,0,4,0,17
0,99760,71013,504,0.297246138,312,0,127,0,0,5,60
0,99761,58368,415,32.1954275,3,1,410,0,0,0,1
2,99762,98191,4346,1.911472956,1244,76,2520,41,13,12,440
0,99763,55828,623,760.8200456,41,0,574,0,0,0,8
0,99764,69527,459,0.111548801,96,0,242,111,0,2,8
0,99765,56543,236,38.57957036,4,0,230,0,0,0,2
0,99766,76059,636,0.283434863,68,3,490,3,0,0,72
0,99767,59706,57,12.47401247,0,0,44,0,0,0,13
0,99768,40186,185,0.036148608,35,0,143,0,0,0,7
0,99769,55920,975,110.0721785,29,4,933,0,0,0,9
0,99770,38259,792,0.957061945,13,0,749,0,8,0,22
0,99771,64002,302,239.7325692,4,0,295,0,0,0,3
0,99772,52619,498,0.158542283,31,2,454,0,0,0,11
0,99773,63903,292,43.74686926,17,0,273,0,0,0,2
0,99774,15625,15,6.511394941,0,0,15,0,0,0,0
0,99775,41344,1180,10784.48276,724,48,90,208,0,0,110
0,99776,48144,153,5.637644919,8,6,132,0,0,0,7
0,99777,58321,214,10.14851485,25,1,175,0,0,0,13
0,99778,37430,238,0.775376012,45,3,184,0,0,0,6
0,99780,78276,1776,1.256884205,1007,0,723,11,0,0,35
0,99781,37079,125,0.09070551,0,0,119,0,0,2,4
0,99782,72516,494,30.99392385,38,0,430,0,0,0,26
0,99783,41091,184,6.026349695,0,0,182,0,0,0,2
0,99784,51805,156,277.3722628,13,0,141,0,0,0,2
0,99785,52347,384,156.6410981,11,0,351,0,0,0,22
0,99786,65969,260,0.036625225,45,0,215,0,0,0,0
0,99788,30919,109,8.135833039,30,0,79,0,0,0,0
0,99789,89537,496,0.431968228,95,0,379,0,5,0,17
0,99790,107307,20,0.051917306,16,0,4,0,0,0,0
0,99791,83221,162,0.281688132,3,0,157,0,0,0,2
18,99801,108445,29968,13.2956341,20270,311,3131,2190,310,450,3306
0,99820,73554,510,0.509920563,103,60,268,16,0,24,39
4,99824,94479,2259,1222.350898,1647,9,278,41,10,32,242
0,99825,93494,67,0.328989755,67,0,0,0,0,0,0
0,99826,86994,454,0.135978243,410,0,31,0,0,0,13
0,99827,71604,2590,1.513693634,2062,0,264,33,4,7,220
0,99829,71999,808,104.547901,194,8,447,18,0,0,141
0,99830,67822,585,2.064967332,88,3,392,12,0,0,90
0,99832,87288,91,0.559979755,68,0,16,0,0,0,7
